text,label
text my son at 7 “bus is on its way”,send_message
send my brother a Signal in 20 mins “check your car”,send_message
message my roommate “grab milk please”,send_message
text Ella “heading home now”,send_message
send WhatsApp to Sam “great seeing you!”,send_message
text Dad “game starts at 6”,send_message
message my daughter “have a great first day!”,send_message
send a Telegram to Olivia “meeting you outside”,send_message
text John “order’s confirmed”,send_message
"message my mom “I’m okay, just tired”",send_message
send message to my teacher “thanks for the lesson”,send_message
text Tom “want to grab lunch?”,send_message
send WhatsApp to my friend Sam “let’s go hiking”,send_message
message my boss “on the way to the office”,send_message
text my grandma at 10 “miss you”,send_message
send a message to Kate “check your calendar”,send_message
send a WhatsApp message to Rachel “still interested?”,send_message
text my cousin “let’s chat soon”,send_message
send Signal to my uncle “where’s the venue?”,send_message
text Dad “flight’s delayed”,send_message
message Liam “you did amazing today!”,send_message
send message to my team “presentation’s uploaded”,send_message
text Alex “on my way”,send_message
send a message to Luke at 8 am “ready to go?”,send_message
message my brother “call me when free”,send_message
text Emma “let’s order pizza tonight”,send_message
send WhatsApp to my sister “show me the photos later”,send_message
text Grandpa “can we talk tonight?”,send_message
send a Telegram message to Josh “good luck!”,send_message
text my cousin Mary “I got the tickets”,send_message
"message Dad “weather’s getting bad, drive safe”",send_message
send message to Claire “need anything from the shop?”,send_message
text Zoe “I’m at the park entrance”,send_message
message Olivia “I’ll pick you up”,send_message
send WhatsApp to my nephew “proud of you!”,send_message
text my partner “let’s go somewhere this weekend”,send_message
send scheduled message to Jane at 7:15 “leaving in 10”,send_message
message my boss “please check the last slide”,send_message
text my daughter “mom’s picking you up today”,send_message
send message to my professor “submitted the essay”,send_message
text Peter “movie was great!”,send_message
send message to Mom “we’re safe and sound”,send_message
message Kate “how was the event?”,send_message
text Luke “can you review my draft?”,send_message
send WhatsApp message to the team “great job everyone!”,send_message
text Liam “home in 5”,send_message
send Signal to Julia “sorry for the delay”,send_message
message John “ready when you are”,send_message
text my dad “need help with groceries?”,send_message
send a message to my brother at 6 “leaving now”,send_message
text my friend “so proud of you!”,send_message
send WhatsApp to Aunt May “happy birthday 🎉”,send_message
message Jake “still raining?”,send_message
text Claire “let’s book the trip today”,send_message
send message to James “want to reschedule?”,send_message
message my wife “finished early today”,send_message
text my sister-in-law “see you at the party”,send_message
send message to Lily “meeting went well”,send_message
message Sam “meet at the fountain”,send_message
text Sophia “want to do lunch this week?”,send_message
send message to my grandma “thinking of you always”,send_message
text my nephew “congrats on the exam”,send_message
message Dad “flight arrived safely”,send_message
text Joe “I’ll take the later train”,send_message
send WhatsApp to Emma “where should we meet?”,send_message
text my boss “just joined the meeting”,send_message
send message to my cousin “can I borrow the book?”,send_message
message my aunt “I’ll stop by later”,send_message
text Grandpa “made it home safely”,send_message
send message to my daughter “let’s bake cookies later?”,send_message
text my son “want to play a game?”,send_message
send WhatsApp to my friend “we should plan a trip soon”,send_message
text Rachel “did you get my email?”,send_message
send message to Kate “I’ll pick you up at 3”,send_message
add dentist appointment to my calendar on June 5th at 10 am,calendar_event
schedule meeting with Tom in the Work calendar tomorrow at 2 pm,calendar_event
create a weekly team sync on Mondays at 9 am in Work calendar,calendar_event
add yoga class every Tuesday and Thursday at 7 am to Fitness calendar,calendar_event
schedule lunch with Sarah for next Friday at noon,calendar_event
add “grocery shopping” every Saturday at 4 pm in Personal calendar,calendar_event
create a calendar event called Project Kickoff for May 12th at 11 am,calendar_event
schedule doctor’s appointment on June 10th at 3 pm in Health calendar,calendar_event
add book club meeting on the 1st of every month at 6 pm,calendar_event
add John’s birthday to Family calendar for July 14th,calendar_event
create recurring calendar event “check emails” every weekday at 8 am,calendar_event
schedule daily standup at 9:30 am in Work calendar,calendar_event
add parent-teacher conference on April 20th at 5 pm,calendar_event
create event “call Grandma” every Sunday at 7 pm in Family calendar,calendar_event
add vacation to Calendar from August 1st to August 14th,calendar_event
schedule “budget review” for the last Friday of every month at 3 pm,calendar_event
add “walk the dog” daily at 6 am to my Personal calendar,calendar_event
create calendar entry for therapy session next Wednesday at 4 pm,calendar_event
"schedule gym session every Monday, Wednesday, and Friday at 6 am",calendar_event
add anniversary dinner on October 5th at 7 pm in the Shared calendar,calendar_event
schedule morning meditation at 7:30 am daily,calendar_event
add monthly town hall meeting every first Thursday at 10 am,calendar_event
create repeating task “pay rent” on the 1st of each month,calendar_event
add “check credit score” every 15th of the month in Finances calendar,calendar_event
schedule “laundry day” biweekly on Sundays at noon,calendar_event
create a recurring event “vacuum house” every Saturday at 10 am,calendar_event
schedule one-on-one with manager every other Tuesday at 2 pm,calendar_event
add game night every Friday at 8 pm in Friends calendar,calendar_event
create reminder “change air filter” every 3 months,calendar_event
add “car maintenance” quarterly on the first Monday,calendar_event
schedule vet appointment on May 22nd at 11:30 am in Pets calendar,calendar_event
add movie night with Lily on April 27th at 8:15 pm,calendar_event
schedule “team brainstorming” next Thursday at 10:45 am,calendar_event
add “groceries and errands” this Saturday afternoon to Personal calendar,calendar_event
create calendar event for online class on Tuesday at 6 pm,calendar_event
add piano lesson every Monday at 4 pm in Music calendar,calendar_event
schedule performance review on June 3rd at 1:30 pm,calendar_event
add finance call every other Wednesday at 3 pm,calendar_event
schedule volunteer shift every second Saturday at 9 am,calendar_event
add dentist appointment for next Friday at 11:15 in Health calendar,calendar_event
create birthday reminder for Mom on October 20th,calendar_event
schedule coffee with Emma on Friday morning,calendar_event
add quarterly review meeting for April 2nd at 9 am,calendar_event
schedule movie premiere on July 18th at 7:30 pm,calendar_event
add daily reminder “hydrate” at 10 am in Wellness calendar,calendar_event
create event “weekly planning” every Sunday at 5 pm,calendar_event
add school holidays to Family calendar from March 15 to March 21,calendar_event
schedule grocery delivery on Wednesday at 5:45 pm,calendar_event
add “call with accountant” on May 9th at 2:30 pm in Finances calendar,calendar_event
create workout schedule biweekly on Tuesdays and Thursdays at 6 am,calendar_event
add class registration deadline for June 25th,calendar_event
schedule “coding practice” every day at 8:30 pm,calendar_event
add baking session with kids next Saturday at 2 pm,calendar_event
create calendar event “dog training” every Saturday at 3 pm,calendar_event
schedule CPR training for May 1st at 1 pm in Work calendar,calendar_event
add “water the plants” every 3 days at 7:15 am in Home calendar,calendar_event
schedule “submit timesheets” weekly on Fridays at 4 pm,calendar_event
add “Sunday hike” at 8 am in Outdoors calendar,calendar_event
create event “lunch with Jane” next Monday at 12:30,calendar_event
schedule reminder to call Mom every Sunday at 6 pm,calendar_event
add “office cleaning” on the last Friday of every month at 5 pm,calendar_event
create weekly calendar event for guitar lessons on Tuesdays at 5:15 pm,calendar_event
add “Zoom call with team” Thursday at 10 am,calendar_event
schedule “walk with Amy” every morning at 7:30 am in Friends calendar,calendar_event
add “trash day” reminder every Wednesday night at 9 pm,calendar_event
create event for car inspection on May 14th at 9 am,calendar_event
add “update CV” task every 6 months,calendar_event
schedule “monthly budget check” every 2nd Friday at 5 pm,calendar_event
add coffee catch-up with Alex next Thursday at 3:30,calendar_event
create event “order groceries” every Sunday at 11 am,calendar_event
schedule “send invoices” on the 1st of each month at 10 am,calendar_event
add “run reports” every Tuesday and Friday at 4:30 pm,calendar_event
schedule “check email inbox” daily at 9 am,calendar_event
add family dinner on May 28th at 6 pm in Family calendar,calendar_event
create Zoom check-in every Monday at 11 am,calendar_event
add “power nap” break daily at 2:15 pm in Wellness calendar,calendar_event
schedule brainstorming session Friday at 2 pm,calendar_event
add “sync calendars” every first day of the month at 8 am,calendar_event
create event “update LinkedIn” monthly on the 15th,calendar_event
schedule “creative writing” daily at 6 am,calendar_event
add “bike ride” every Saturday morning at 8 am,calendar_event
create calendar entry “library visit” on May 11th at 3:30 pm,calendar_event
add “haircut” on April 17th at 1 pm in Personal calendar,calendar_event
schedule “watering indoor plants” every 4 days at 10 am,calendar_event
add game development session weekly on Wednesdays at 7 pm,calendar_event
create “weekly newsletter prep” on Fridays at 10 am in Work calendar,calendar_event
schedule “virtual hangout with friends” Sunday at 9 pm,calendar_event
add biweekly brainstorming on Thursdays at 3 pm,calendar_event
create event “prepare weekly shopping list” Saturday morning,calendar_event
schedule “team retrospective” every second Monday at 1 pm,calendar_event
add “read for 30 minutes” daily at 9 pm,calendar_event
create event “check project timeline” every Thursday,calendar_event
schedule “family zoom” every second Sunday at 6 pm,calendar_event
add writing session every evening at 8:30 pm,calendar_event
create “budget tracker update” monthly on the 10th,calendar_event
schedule “meal prep” every Sunday afternoon,calendar_event
add reminder to “backup laptop” weekly on Friday at 7 pm,calendar_event
create “prepare tax documents” yearly on February 1st,calendar_event
schedule “change toothbrush” every 3 months,calendar_event
add call with mentor on May 7th at 10:30 am in Career calendar,calendar_event
schedule team lunch for next Thursday at 1 pm in Work calendar,calendar_event
add birthday party on July 20th at 4 pm to Family calendar,calendar_event
create daily reminder to stretch at 10:30 am,calendar_event
add “call bank” every other Friday at 2 pm in Finance calendar,calendar_event
schedule tutoring session every Wednesday at 3 pm in Education calendar,calendar_event
create event “call with recruiter” for Monday at 11 am,calendar_event
add weekly grocery run every Saturday at 10 am,calendar_event
set up a fortnightly check-in on Tuesdays at 2 pm,calendar_event
create monthly payment reminder for the 5th,calendar_event
add “send newsletter” every Monday at 9 am in Marketing calendar,calendar_event
schedule book return on April 12th at 4:15 pm,calendar_event
add wedding anniversary on September 2nd,calendar_event
create event “client presentation” May 30th at 10:45 am,calendar_event
schedule house cleaning every Sunday at 2 pm,calendar_event
add “virtual yoga” session to Health calendar every weekday at 6 am,calendar_event
create “write blog post” reminder every Friday afternoon,calendar_event
add board meeting next Monday at 9 am in Company calendar,calendar_event
schedule painting class each Thursday at 6:30 pm,calendar_event
create quarterly planning session on July 1st,calendar_event
add coding bootcamp classes every weekday at 5 pm,calendar_event
set up monthly dinner with friends every first Saturday,calendar_event
schedule reminder to submit expenses on the last Friday of the month,calendar_event
add “journal time” to Personal calendar every evening at 9 pm,calendar_event
create Sunday brunch plan for April 23rd at 11:30 am,calendar_event
schedule Zoom call with cousin on June 8th at 5 pm,calendar_event
add “call Dad” every Sunday at 6 pm,calendar_event
schedule vet follow-up appointment on May 19th at 2 pm,calendar_event
create daily reminder “take vitamins” at 7 am,calendar_event
add pay credit card bill on the 15th of each month,calendar_event
schedule “deep work session” every weekday from 9 to 11 am,calendar_event
create biweekly sync with Alex every other Tuesday at 4 pm,calendar_event
schedule school pickup daily at 3 pm in Family calendar,calendar_event
add “Zoom check-in” every Monday and Thursday at 10 am,calendar_event
create event “drop off dry cleaning” Saturday at 10 am,calendar_event
schedule meditation hour every day at 8 pm in Wellness calendar,calendar_event
add “sync Google Drive” reminder for the 1st of each month,calendar_event
create quarterly report prep session for June 15th,calendar_event
add “call insurance” for May 10th at 2:45 pm,calendar_event
schedule recurring “review goals” every Friday at 5:30 pm,calendar_event
add “practice French” daily at 7:15 am in Language calendar,calendar_event
create budget planning session every 2nd Wednesday at 7 pm,calendar_event
schedule “game dev sprint review” every Monday at 3 pm,calendar_event
add “clean fridge” every other Sunday at 11 am,calendar_event
create event “get car washed” next Saturday at 9:30 am,calendar_event
schedule reminder to defrost freezer monthly on the 1st,calendar_event
add “practice piano” every evening at 7:30,calendar_event
create calendar event “return library books” next Friday,calendar_event
schedule “write newsletter” every Tuesday at noon,calendar_event
add “rehearsal” every Saturday at 1 pm until July,calendar_event
create calendar entry for “hair appointment” on May 3rd at 4:15 pm,calendar_event
schedule team-building activity on June 17th at 2 pm,calendar_event
add “zoom family call” every Sunday at 5 pm,calendar_event
schedule review session before final exam on May 20th,calendar_event
create reminder to change HVAC filter every 90 days,calendar_event
add “film podcast” each Friday at 8 pm,calendar_event
schedule “tech support call” on April 27 at 3 pm,calendar_event
create recurring “take out trash” Tuesday nights,calendar_event
add “check mail” every weekday at 4:45 pm,calendar_event
schedule pet grooming on June 11th at 1:45 pm,calendar_event
create daily “stand and stretch” at 11 am,calendar_event
add “insurance renewal” reminder yearly on August 1st,calendar_event
schedule financial review every second Monday at 6 pm,calendar_event
create “event planning” meeting for next Wednesday at 2 pm,calendar_event
add “camping trip” from July 3 to July 6,calendar_event
schedule appointment with optometrist on May 18 at 10 am,calendar_event
add “collect medication” reminder every month on the 10th,calendar_event
create event “book Airbnb” for August vacation on May 1st,calendar_event
schedule “zoom presentation” on May 9th at 9 am,calendar_event
add recurring “budget check-in” first Sunday monthly,calendar_event
create reminder “sharpen kitchen knives” every 6 weeks,calendar_event
schedule “submit timesheet” on the 30th of every month,calendar_event
add “rent due” notification monthly on the 1st,calendar_event
create “new blog post idea” session every Friday at 10 am,calendar_event
schedule “refill prescription” alert every 28 days,calendar_event
add quarterly customer review call for July 10 at 1 pm,calendar_event
create “clean desktop” reminder every other week on Saturday,calendar_event
schedule “move car” reminder for street cleaning every Thursday,calendar_event
add “anniversary gift shopping” on September 1st,calendar_event
schedule “post on social media” every weekday at 11:45 am,calendar_event
create “Sunday reset” calendar block at 5 pm weekly,calendar_event
schedule “meal plan” session each Saturday at 9 am,calendar_event
add “water office plants” every Monday morning,calendar_event
schedule “catch up with Mark” next Friday at 2:15,calendar_event
create “pickup birthday cake” on June 21st at 3 pm,calendar_event
add “meditation class” every weekday at 7 pm,calendar_event
schedule recurring “coding hour” each evening at 9,calendar_event
create a Family calendar event “zoo trip” on June 30 at 10 am,calendar_event
schedule “home maintenance review” every 3 months,calendar_event
add “language exchange call” every Wednesday at 6 pm,calendar_event
create event “visit grandma” this Saturday at 2 pm,calendar_event
add “weekly wins reflection” each Sunday at 8 pm,calendar_event
schedule a Shared calendar event “weekly quiz night” Fridays at 9,calendar_event
add “team lunch” to Work calendar next Wednesday at noon,calendar_event
schedule “client call” for Thursday at 3 pm,calendar_event
create event “anniversary dinner” for July 9th at 7 pm,calendar_event
add “weekly sync” every Monday at 10 am in Projects calendar,calendar_event
schedule “math tutoring” on Tuesdays and Thursdays at 4 pm,calendar_event
create monthly reminder “pay electricity bill” on the 20th,calendar_event
add “meditation session” daily at 7 am to Wellness calendar,calendar_event
schedule “book dentist” task for April 10 at 9 am,calendar_event
add “run 5K” every Sunday morning at 8,calendar_event
create a Family calendar event “school concert” May 16 at 6:30 pm,calendar_event
add “piano recital” on June 3rd at 5 pm,calendar_event
schedule “weekly planning session” every Sunday at 3 pm,calendar_event
add “clean out fridge” biweekly on Saturdays at 10:30 am,calendar_event
create recurring “check oil level” every 2 months,calendar_event
schedule “strategy meeting” Friday at 1 pm,calendar_event
add “follow up with HR” next Monday at 10 am,calendar_event
create quarterly “performance check-in” March 30th at 2 pm,calendar_event
schedule “update password” every 3 months,calendar_event
add “LinkedIn update” on the 15th of each month,calendar_event
create event “visit parents” next Sunday afternoon,calendar_event
add “product demo” on June 12 at 11:30 am in Sales calendar,calendar_event
schedule “inventory review” every Tuesday at 2 pm,calendar_event
add “family picnic” July 2nd at noon in Family calendar,calendar_event
"create “Sunday meal prep” at 4 pm, repeat weekly",calendar_event
add “guitar jam” on Friday nights at 8 pm,calendar_event
schedule “website backup” every Monday at midnight,calendar_event
add “election day” on November 5th,calendar_event
create “refill dog food” task every 2 weeks,calendar_event
schedule “track habits” daily at 9 pm,calendar_event
add “finance review” every second Tuesday,calendar_event
schedule “mental health check-in” biweekly on Fridays at 1:30 pm,calendar_event
add “water lawn” Mondays and Thursdays at 6 am,calendar_event
create “send birthday card to Emma” April 1st,calendar_event
add “camping prep” on August 10 at 5 pm,calendar_event
schedule “review course notes” daily at 7:15 am,calendar_event
create “monthly budget planning” on the 2nd Saturday,calendar_event
add “football practice” Wednesdays at 5:30 pm,calendar_event
schedule “wash car” every first Saturday at 11 am,calendar_event
create event “submit grant application” May 2nd at 4 pm,calendar_event
add “movie with friends” Friday at 7:45 pm,calendar_event
schedule “bike maintenance” every 3rd Thursday,calendar_event
add “plan holiday” next weekend,calendar_event
create “plant check” every 5 days at 8 am,calendar_event
schedule “deep clean apartment” quarterly,calendar_event
add “vacuum upstairs” every Sunday at 10 am,calendar_event
create calendar reminder “renew passport” July 1st,calendar_event
schedule “virtual study group” Saturdays at 6 pm,calendar_event
add “gardening session” Sunday at 10 am in Home calendar,calendar_event
schedule “check email backlog” every Friday morning,calendar_event
create “set new goals” session on the 1st of each month,calendar_event
"add “family meeting” Sunday at 6 pm, repeat weekly",calendar_event
schedule “bake cookies” with kids on Saturday at 3 pm,calendar_event
add “career coaching session” next Tuesday at 11 am,calendar_event
create event “prep lunch for week” Sundays at 5 pm,calendar_event
schedule “return Amazon package” Friday by 3 pm,calendar_event
add “research trip ideas” for summer on May 5th,calendar_event
create “clean garage” project start on June 8,calendar_event
schedule “call landlord” for April 15 at noon,calendar_event
"add “early morning jog” to Fitness calendar, repeat weekdays at 6 am",calendar_event
create “organize photo albums” this Sunday afternoon,calendar_event
add “pre-op appointment” June 7 at 10 am,calendar_event
schedule “check tire pressure” every 2 weeks,calendar_event
add “Zoom check-in with Jen” on Monday at 8 pm,calendar_event
create “holiday card photo session” on October 30th,calendar_event
schedule “design portfolio review” April 28 at 2 pm,calendar_event
add “college application deadline” November 30th,calendar_event
create “reminder to take out recycling” Wednesdays at 7:45 pm,calendar_event
schedule “craft night” every other Friday at 6:30 pm,calendar_event
add “bike ride with kids” Saturday morning at 9,calendar_event
create event “sign up for gym” on the 5th,calendar_event
schedule “hardware upgrade” on May 18th at 4 pm,calendar_event
add “reading session” nightly at 10 pm,calendar_event
create “dog walk” calendar event daily at 6:30 am,calendar_event
schedule “prepare lunchboxes” each weekday at 6:45 am,calendar_event
add “fuel car” every Monday morning,calendar_event
schedule “save progress” task every Friday at 4:59 pm,calendar_event
create “back up phone” on the 1st of every month,calendar_event
add “end-of-month summary” calendar event on April 30 at 3 pm,calendar_event
schedule “invoice clients” on the last day of the month,calendar_event
create “practice mindfulness” each morning at 7:45 am,calendar_event
add “attend webinar” on May 13th at 9:00 am,calendar_event
schedule “art class” every Thursday at 5:30 pm,calendar_event
add “family puzzle night” Fridays at 8:30 pm,calendar_event
create “edit travel vlog” Sundays after lunch,calendar_event
schedule “blood donation appointment” on July 12 at 10 am,calendar_event
add “carpool pickup” every weekday at 3:15 pm,calendar_event
schedule “monthly office party” every last Friday at 6,calendar_event
create “return library DVDs” for April 20th,calendar_event
add “packing checklist” task for June 30th at 8 am,calendar_event
schedule “schedule dentist” task every 6 months,calendar_event
create “submit conference proposal” reminder on May 5th,calendar_event
add “test internet speed” every Wednesday at 2 pm,calendar_event
schedule “household chore list update” every Sunday,calendar_event
what’s the weather like today?,weather_query
show me the weather forecast for tomorrow,weather_query
will it rain this weekend?,weather_query
what’s the temperature outside right now?,weather_query
do I need an umbrella this afternoon?,weather_query
is it going to snow in Chicago next week?,weather_query
weather at home for the evening,weather_query
what’s the weather like at the beach?,weather_query
check the forecast for New York on Friday,weather_query
is it sunny in Los Angeles today?,weather_query
how cold will it get tonight in Toronto?,weather_query
what’s the weather looking like this Saturday?,weather_query
will it be hot in Miami tomorrow?,weather_query
forecast for my current location,weather_query
weather at work right now,weather_query
is there a storm coming to the east coast?,weather_query
how’s the weather in Paris this weekend?,weather_query
will it rain during my lunch break?,weather_query
check if it’s going to be windy in San Francisco today,weather_query
what’s the weather like on Monday in Berlin?,weather_query
how humid is it right now in Singapore?,weather_query
will it be cold in the mountains this weekend?,weather_query
weather update for London at 6 pm,weather_query
how’s the weather at the cabin?,weather_query
do I need a jacket in Boston this evening?,weather_query
weather tomorrow morning in Sydney,weather_query
what’s the weather like this afternoon in downtown?,weather_query
forecast for Rome next Thursday,weather_query
show me the weather in Tokyo now,weather_query
is it going to be sunny in LA this weekend?,weather_query
check if it’s raining in Seattle right now,weather_query
how’s the weather for my run tomorrow morning?,weather_query
temperature at home this afternoon,weather_query
what’s the forecast in Dubai for the next few days?,weather_query
will it be snowing in the Alps next week?,weather_query
weather for my trip to Vancouver next Friday,weather_query
is it going to be hot today?,weather_query
how warm will it be tomorrow?,weather_query
check weather at Grandma’s house,weather_query
is there a heatwave coming this week?,weather_query
show me the weekend weather for Madrid,weather_query
what’s the weather in Barcelona on Saturday morning?,weather_query
is it going to be cloudy tomorrow in Prague?,weather_query
forecast for Lisbon at noon today,weather_query
will it rain on my commute home?,weather_query
do I need sunscreen in Miami today?,weather_query
check if there’s snow expected tonight in Denver,weather_query
weather for hiking in the mountains tomorrow,weather_query
what’s the temperature in Reykjavik right now?,weather_query
forecast for the rest of the day in Chicago,weather_query
how cold will it be tomorrow morning in Warsaw?,weather_query
what’s the outlook for next weekend in Tokyo?,weather_query
will it be raining near the office?,weather_query
how’s the weather in Rome at 3 pm?,weather_query
is there rain expected this afternoon in Dublin?,weather_query
check if it’s snowing in Helsinki right now,weather_query
forecast for camping trip next Saturday,weather_query
what’s the hourly weather in Los Angeles?,weather_query
is it foggy in San Francisco today?,weather_query
how hot will it get in Phoenix tomorrow?,weather_query
weather for my walk tonight,weather_query
is it raining in Boston right now?,weather_query
show me the weather forecast for next week in Oslo,weather_query
how’s the weather for flying today?,weather_query
will it be warm enough for a picnic tomorrow?,weather_query
temperature at the park now,weather_query
weather conditions at the airport,weather_query
what’s the forecast for this evening in Florence?,weather_query
is there a chance of thunderstorms in Atlanta today?,weather_query
how’s the weather in my area tomorrow?,weather_query
will it be chilly in the morning?,weather_query
weather outlook for New Year’s Eve in London,weather_query
check if it’s safe to drive in the snow today,weather_query
will it be dry this weekend in Amsterdam?,weather_query
is it raining downtown right now?,weather_query
weather for the wedding in Napa next Saturday,weather_query
will it be stormy tonight?,weather_query
is it windy today in Copenhagen?,weather_query
check rain forecast for tomorrow morning,weather_query
what’s the low tonight in Detroit?,weather_query
will I need boots tomorrow in Chicago?,weather_query
forecast for my road trip to Colorado,weather_query
weather on the coast this afternoon,weather_query
how’s the weather where I’m going?,weather_query
is it raining at school?,weather_query
will there be snow on Christmas?,weather_query
forecast for next Friday evening in Austin,weather_query
check temperature at the office now,weather_query
do I need to wear a coat today?,weather_query
how warm will it be for lunch?,weather_query
forecast for jogging tomorrow morning,weather_query
is it going to be overcast today?,weather_query
check wind speed in Kansas City today,weather_query
what’s the chance of rain this evening?,weather_query
is it safe to bike this morning?,weather_query
forecast for downtown Chicago at 6 pm,weather_query
will it be freezing overnight?,weather_query
how’s the weather in NYC tomorrow evening?,weather_query
forecast for the desert trip on Sunday,weather_query
what’s the UV index today?,weather_query
will the temperature drop overnight?,weather_query
weather at the stadium this afternoon,weather_query
check forecast for weekend getaway to Asheville, weather_query
will it rain tomorrow at the beach?,weather_query
how’s the weather at Mom’s house today?,weather_query
check the weather for my run at 6 am,weather_query
what’s the temperature in New York this afternoon?,weather_query
is it snowing in the mountains right now?,weather_query
will it be clear for stargazing tonight?,weather_query
what’s the weather like this weekend at the cabin?,weather_query
show me the hourly forecast for Paris,weather_query
is it raining at the airport right now?,weather_query
weather at my location for tonight,weather_query
what’s the forecast in Tokyo for the next 3 days?,weather_query
will I need an umbrella in London today?,weather_query
check if it’ll be sunny at 5 pm in LA,weather_query
is it warm enough for shorts in Miami today?,weather_query
weather at the gym right now,weather_query
do I need to worry about rain during lunch?,weather_query
is there a cold front moving in this week?,weather_query
will it be windy in San Diego tomorrow?,weather_query
forecast for Wednesday morning in the city,weather_query
will the sun be out in Madrid this afternoon?,weather_query
check today’s high temperature in Chicago,weather_query
how hot will it be in Phoenix on Sunday?,weather_query
weather in Austin on Saturday morning,weather_query
what’s the temperature right now in Berlin?,weather_query
how’s the weather at school drop-off time?,weather_query
forecast for the trail hike this weekend,weather_query
check the forecast for downtown later today,weather_query
is it going to be cold tomorrow?,weather_query
weather this afternoon at work,weather_query
show me the weekend forecast for Toronto,weather_query
will it be warm in Lisbon this evening?,weather_query
is there a chance of hail in Denver today?,weather_query
what’s the forecast for next Friday night?,weather_query
will it be sunny in Rome this weekend?,weather_query
check if it’s raining outside right now,weather_query
what’s the weather at my friend’s place?,weather_query
how’s the forecast looking for the holiday?,weather_query
weather for our picnic in Central Park,weather_query
what’s the UV index in Barcelona today?,weather_query
check the 7-day forecast for Milan,weather_query
is it safe to drive in the rain tonight?,weather_query
will it be foggy in the valley tomorrow morning?,weather_query
forecast for mountain weather this weekend,weather_query
how cold will it get in Munich next week?,weather_query
is it raining where I parked?,weather_query
check if there’s snow expected at 8 am,weather_query
what’s the weather like now in Seoul?,weather_query
forecast for afternoon walk in the park,weather_query
show me the forecast in San Francisco for Tuesday,weather_query
will it be cold at the concert tonight?,weather_query
what’s the humidity level right now?,weather_query
weather for the road trip to Texas this weekend,weather_query
forecast in Brussels for next Wednesday,weather_query
is it going to be cloudy in the morning?,weather_query
will there be rain during my commute?,weather_query
weather at the hotel this afternoon,weather_query
what’s the temperature going to be in Naples?,weather_query
forecast for biking in Amsterdam tomorrow morning,weather_query
will it rain before noon today?,weather_query
how’s the weather at the ski resort?,weather_query
will it be sunny all day?,weather_query
show me the forecast for next Tuesday evening,weather_query
is it raining in the neighborhood?,weather_query
will it be dry for the outdoor event?,weather_query
check tonight’s weather in Copenhagen,weather_query
forecast for Dubai next weekend,weather_query
is there a storm forecast for Florida this week?,weather_query
weather conditions at the beach house,weather_query
what’s the forecast for this Friday in Milan?,weather_query
will it be warm enough to swim?,weather_query
how hot will it get at noon?,weather_query
weather at the construction site this morning,weather_query
is it going to snow before Monday?,weather_query
forecast for this evening near the lake,weather_query
will it rain around sunset today?,weather_query
how’s the weather in Hong Kong right now?,weather_query
check if it’s humid in Houston today,weather_query
weather for tomorrow at Grandma’s house,weather_query
forecast for the flight layover in Zurich,weather_query
what’s the weather like at the mall?,weather_query
show me wind conditions at the coast,weather_query
is it raining near the station?,weather_query
will it be foggy when I leave?,weather_query
temperature at sunrise tomorrow,weather_query
forecast for Tokyo on May 2nd,weather_query
check rain chance for the afternoon,weather_query
what’s the outlook for Thursday’s game?,weather_query
will I need sunglasses today?,weather_query
check if it’s cloudy this evening,weather_query
weather for the vineyard tour Saturday morning,weather_query
how’s the forecast for next Sunday brunch?,weather_query
is it sunny in the backyard now?,weather_query
what’s the chance of snow on Friday?,weather_query
will it be chilly for the morning jog?,weather_query
check weather for bike commute home,weather_query
is there a heat advisory in effect?,weather_query
forecast for our camping trip Friday to Sunday,weather_query
is it safe to go boating this afternoon?,weather_query
weather for the train station right now,weather_query
how’s the weather at my weekend destination?,weather_query
what’s the forecast in Oslo at 9 am?,weather_query
will it rain at noon?,weather_query
check if I need a coat this evening,weather_query
forecast for sunrise conditions tomorrow, weather_query
what's the weather in Chicago on Monday morning?,weather_query
is it raining at the university right now?,weather_query
forecast for this Friday evening at the stadium,weather_query
check weather for home tomorrow afternoon,weather_query
will it be snowing in Aspen this weekend?,weather_query
what’s the current temperature in Dallas?,weather_query
is there a thunderstorm coming to Kansas?,weather_query
weather at the park around noon,weather_query
will it be sunny in Venice on Sunday?,weather_query
is it going to be cold when I leave work?,weather_query
how’s the weather in Iceland in two days?,weather_query
forecast for the mountains next Saturday morning,weather_query
will it be warm enough to sit outside?,weather_query
what’s the temperature at the lake house today?,weather_query
is it snowing at the airport?,weather_query
check the hourly forecast for Geneva,weather_query
will I need rain boots today?,weather_query
is it cloudy in London right now?,weather_query
what’s the forecast like at Grandma’s tomorrow?,weather_query
will it be hot during the concert?,weather_query
how’s the weather for grilling this evening?,weather_query
will it be chilly on the balcony tonight?,weather_query
is it raining in Brussels at the moment?,weather_query
show me the weather for Friday in Prague,weather_query
will there be fog tomorrow morning?,weather_query
what’s the high today in Las Vegas?,weather_query
check the weather for my hike in Yosemite,weather_query
will it be breezy this afternoon?,weather_query
is it raining near the coffee shop?,weather_query
how’s the weather this weekend in Vienna?,weather_query
is there a rainstorm coming tonight?,weather_query
forecast for the countryside on Saturday,weather_query
weather at the restaurant tonight,weather_query
will it be warm enough for outdoor yoga?,weather_query
is it safe to drive in snow this morning?,weather_query
how’s the air quality in Beijing today?,weather_query
will it be nice weather for a picnic tomorrow?,weather_query
